Activity UUID_Product UUID;Activity Name;Geography;Reference Product Name
1153b2d6-7a7a-5664-8155-fd2690db6c74_500fd8de-39c2-4907-ab5f-42c5381a220a;treatment of bottom ash, MSWI[F]-WWT, condensate from light oil boiler, slag compartment;CH;bottom ash, MSWI[F]-WWT, condensate from light oil boiler
fbbf09a8-9138-5714-9f0f-e5d3564ce1d6_da5f3780-7539-4fa2-a491-7ceb46866c89;treatment of bottom ash, MSWI[F]-WWT, heat carrier liquid, 40% C3H8O2, slag compartment;CH;bottom ash, MSWI[F]-WWT, heat carrier liquid, 40% C3H8O2
6ec22948-9023-50d6-9973-d425ef00c305_c7e82d12-e768-4628-a45c-99a5f8d388e3;treatment of bottom ash, MSWI[F]-WWT, rainwater mineral oil storage, slag compartment;CH;bottom ash, MSWI[F]-WWT, rainwater mineral oil storage
0dd03352-958b-5e4d-b64c-57725d22d4f0_813b1ddf-c34c-52fe-8617-4a26faffcc48;treatment of bottom ash, MSWI[F]-WWT-SLF, municipal solid waste, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, municipal solid waste
c7eca093-a8ff-579d-afa2-4880dd5ab4b0_bae4a066-65a3-438b-9e33-73a66f4455b8;treatment of bottom ash, MSWI[F]-WWT-SLF, refinery sludge, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, refinery sludge
d5843cb0-26cf-58bc-ba13-67a5f7075c0f_76996d77-aec6-47c5-b060-4500f3cde8ee;treatment of bottom ash, MSWI[F]-WWT-SLF, residue from cooling tower, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, residue from cooling tower
0c4fb008-8af4-5dc9-9be9-b06cb4910f84_0c79abe9-4922-442b-815d-99c789f787d7;treatment of bottom ash, MSWI[F]-WWT-SLF, sludge from pulp and paper production, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, sludge from pulp and paper production
0ee84546-bc40-5c3b-9181-5e63825561fd_e65cff0a-e75c-5583-b473-9a6dfb6729db;treatment of bottom ash, MSWI[F]-WWT-SLF, waste aluminium, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste aluminium
2d996101-2932-5095-aa49-0278f1996a2d_66ff3cf3-62bb-4d6d-92ce-e54334975bf7;treatment of bottom ash, MSWI[F]-WWT-SLF, waste asphalt, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste asphalt
44524e8f-837f-5169-b100-450e2d731235_5e9b8e42-d54b-4daf-aa50-2a27713f5c06;treatment of bottom ash, MSWI[F]-WWT-SLF, waste bitumen, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste bitumen
0095ccd0-d78f-5f84-96ac-3842a6ff73fd_1cdafcf7-3fda-40d5-aeba-db16e9c25320;treatment of bottom ash, MSWI[F]-WWT-SLF, waste emulsion paint, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste emulsion paint
23327f0b-16a0-5cc1-86fc-1f6b84b2b31b_365ee8d2-1835-5aaf-8e0b-0747ec793cd7;treatment of bottom ash, MSWI[F]-WWT-SLF, waste graphical paper, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste graphical paper
1370656b-b096-51d5-8883-4a8dd49c297f_021862fd-bb50-4c47-b59b-47e3be7233b6;treatment of bottom ash, MSWI[F]-WWT-SLF, waste gypsum, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste gypsum
184ab9a3-68ba-5782-867d-375c2ae5e067_eaa79bb0-ccda-55ef-ae18-c7e0261ac400;treatment of bottom ash, MSWI[F]-WWT-SLF, waste newspaper, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste newspaper
3db19cfa-7ca1-59a6-b6cd-2840dfdd52c1_1c899a02-1e59-4f29-95fe-75dc5b79f437;treatment of bottom ash, MSWI[F]-WWT-SLF, waste paint, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste paint
f9bc7376-9cfd-5716-9beb-cc384a81bbcc_ffd55d0d-96dd-5549-ae8e-2e61a0d5992f;treatment of bottom ash, MSWI[F]-WWT-SLF, waste paperboard, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste paperboard
93d3e46a-6d3a-5724-badf-b22802a34bbe_d6f5d348-e74a-48c9-b248-e756d33da979;treatment of bottom ash, MSWI[F]-WWT-SLF, waste plastic plaster, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste plastic plaster
41d6d046-5e31-5a47-8ec1-937c55b3d726_20be372a-432a-5e38-a871-381816eb8b67;treatment of bottom ash, MSWI[F]-WWT-SLF, waste plastic, mixture, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste plastic, mixture
33b1dcdb-9a38-52d7-88a2-199af09502d0_90bd62ab-d6dd-5550-88f0-e902c51904f9;treatment of bottom ash, MSWI[F]-WWT-SLF, waste polyethylene terephthalate, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste polyethylene terephthalate
394444a7-5dc7-55f9-91f0-2ae03bce2790_7b0bb818-4b31-5366-9474-9ada64059bef;treatment of bottom ash, MSWI[F]-WWT-SLF, waste polyethylene, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste polyethylene
b73ddcbc-5cfd-590a-b989-9e3436388aa7_7f40ea99-3669-534a-99f8-380a0faa76cb;treatment of bottom ash, MSWI[F]-WWT-SLF, waste polypropylene, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste polypropylene
dfb1801c-f1ee-5c0e-b2d0-51fd346d35d3_ee484262-6f3a-5725-8cdb-f67ce4392582;treatment of bottom ash, MSWI[F]-WWT-SLF, waste polystyrene, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste polystyrene
9048ff3f-d05d-55cc-a1e5-c6838654347f_8afc1f1c-4bbc-406c-a9ab-70a93ef2c56a;treatment of bottom ash, MSWI[F]-WWT-SLF, waste polyurethane, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste polyurethane
ee3ff76a-2932-5138-8505-829d09d57022_165c8d99-8236-4be8-bd6f-3b020a1495c9;treatment of bottom ash, MSWI[F]-WWT-SLF, waste polyvinylchloride, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste polyvinylchloride
b76a24a8-0d5a-589a-a7c3-959213d00bfd_2cfc0589-553d-47dc-8723-8b47417aa336;treatment of bottom ash, MSWI[F]-WWT-SLF, waste wood, untreated, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, waste wood, untreated
a20c5e3d-81ac-53ad-a836-d3019b099e29_f6d49fc0-c647-4086-a292-e14fcb85382b;treatment of bottom ash, MSWI[F]-WWT-SLF, wood ash mixture, pure, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, wood ash mixture, pure
dba83ca2-9d4f-5c2a-bfb7-09650bdc752f_e970ba2f-410b-4940-9bfb-ddb0641c75ae;treatment of bottom ash, MSWI[F]-WWT[R], WW from anaerobic digestion of whey, slag compartment;CH;bottom ash, MSWI[F]-WWT[R], WW from anaerobic digestion of whey
bd4cfcb2-454c-5bd6-a8ca-38559312719e_24bab069-4d5c-4362-a392-427d01fa0a6b;treatment of bottom ash, MSWI[F]-WWT[U], WW from lorry production, slag compartment;CH;bottom ash, MSWI[F]-WWT[U], WW from lorry production
b6d95f24-989a-547a-96af-b1c5a0a3d9aa_3ef818f1-4d91-43b8-9027-924492a0fb50;treatment of brake wear emissions, lorry;RoW;brake wear emissions, lorry
bee829c7-7dd1-5497-9824-9b1a6887c91b_3ef818f1-4d91-43b8-9027-924492a0fb50;treatment of brake wear emissions, lorry;RER;brake wear emissions, lorry
908b5b37-0607-5a72-b9be-cc2accddd185_5b975ec7-3bbe-46a1-88a0-d475a87a6eab;treatment of brake wear emissions, passenger car;RoW;brake wear emissions, passenger car
a0e93392-3089-56eb-bd6d-29c975d261ea_5b975ec7-3bbe-46a1-88a0-d475a87a6eab;treatment of brake wear emissions, passenger car;RER;brake wear emissions, passenger car
6cb3aca1-afc5-514a-b8b2-3d69a394bb43_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;AT;electricity, high voltage
6cb3aca1-afc5-514a-b8b2-3d69a394bb43_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;AT;heat, district or industrial, other than natural gas
c33d595c-0977-56ec-b8a0-e7098d0cdb7a_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;BA;electricity, high voltage
c33d595c-0977-56ec-b8a0-e7098d0cdb7a_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;BA;heat, district or industrial, other than natural gas
6900daae-31da-5878-823c-de4bd0a0b860_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;BE;electricity, high voltage
6900daae-31da-5878-823c-de4bd0a0b860_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;BE;heat, district or industrial, other than natural gas
97682a34-615a-5215-8175-1f4af1db1116_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;BG;electricity, high voltage
97682a34-615a-5215-8175-1f4af1db1116_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;BG;heat, district or industrial, other than natural gas
ae83a674-499a-5df8-aa50-43e134cd763f_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;BR;electricity, high voltage
ae83a674-499a-5df8-aa50-43e134cd763f_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;BR;heat, district or industrial, other than natural gas
38e98be8-7161-5155-b312-4f92d11562b3_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;CA-AB;electricity, high voltage
38e98be8-7161-5155-b312-4f92d11562b3_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;CA-AB;heat, district or industrial, other than natural gas
d3d63f01-44d6-5921-995d-03d14a6c539a_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;CA-NB;electricity, high voltage
d3d63f01-44d6-5921-995d-03d14a6c539a_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;CA-NB;heat, district or industrial, other than natural gas
5ce56b81-6454-5897-80ee-72cc53d9ebae_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;CA-NS;electricity, high voltage
5ce56b81-6454-5897-80ee-72cc53d9ebae_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;CA-NS;heat, district or industrial, other than natural gas
166a48c9-24e8-5ed4-9441-858e7d75e672_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;CA-ON;electricity, high voltage
166a48c9-24e8-5ed4-9441-858e7d75e672_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;CA-ON;heat, district or industrial, other than natural gas
82d9a9c0-cf7d-535d-bb67-039a4a5bd318_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;CA-PE;electricity, high voltage
82d9a9c0-cf7d-535d-bb67-039a4a5bd318_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;CA-PE;heat, district or industrial, other than natural gas
19e6f347-b06d-5201-b66a-ef9106f65431_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;CZ;electricity, high voltage
19e6f347-b06d-5201-b66a-ef9106f65431_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;CZ;heat, district or industrial, other than natural gas
e7244e9d-66cc-50e5-ab8a-38a11bf434e0_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;DE;electricity, high voltage
e7244e9d-66cc-50e5-ab8a-38a11bf434e0_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;DE;heat, district or industrial, other than natural gas
a583d3b5-158a-5b72-9e7d-a61329cda5fc_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;ES;electricity, high voltage
a583d3b5-158a-5b72-9e7d-a61329cda5fc_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;ES;heat, district or industrial, other than natural gas
c14130f2-f31f-58cd-b0d9-6f65623e0500_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;FI;electricity, high voltage
c14130f2-f31f-58cd-b0d9-6f65623e0500_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;FI;heat, district or industrial, other than natural gas
32871ee7-4e17-5326-a10d-24d02b1e505e_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;FR;electricity, high voltage
32871ee7-4e17-5326-a10d-24d02b1e505e_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;FR;heat, district or industrial, other than natural gas
779bd052-96c3-5c0b-b0b5-01767ac9828d_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;GB;electricity, high voltage
779bd052-96c3-5c0b-b0b5-01767ac9828d_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;GB;heat, district or industrial, other than natural gas
bc849f69-a5ae-5bbf-9781-a7012b85f3f8_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;HR;electricity, high voltage
bc849f69-a5ae-5bbf-9781-a7012b85f3f8_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;HR;heat, district or industrial, other than natural gas
6c1ecdf7-104e-5ccc-b49d-aa34eadcd0f1_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;HU;electricity, high voltage
6c1ecdf7-104e-5ccc-b49d-aa34eadcd0f1_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;HU;heat, district or industrial, other than natural gas
b2da06b4-a98f-511e-89b3-8b4c19360c2f_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;IR;electricity, high voltage
b2da06b4-a98f-511e-89b3-8b4c19360c2f_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;IR;heat, district or industrial, other than natural gas
91d90c8b-3205-59d8-8391-2173dd8e0c45_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;IT;electricity, high voltage
91d90c8b-3205-59d8-8391-2173dd8e0c45_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;IT;heat, district or industrial, other than natural gas
200bae79-a8fb-540f-83a8-80769a68330d_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;JP;electricity, high voltage
200bae79-a8fb-540f-83a8-80769a68330d_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;JP;heat, district or industrial, other than natural gas
a7b28d41-e347-50dc-a851-2912d79149d7_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;KR;electricity, high voltage
a7b28d41-e347-50dc-a851-2912d79149d7_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;KR;heat, district or industrial, other than natural gas
714b819c-a457-544c-877e-7087ddf1247e_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;MX;electricity, high voltage
714b819c-a457-544c-877e-7087ddf1247e_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;MX;heat, district or industrial, other than natural gas
22c5d236-26b1-5fa4-b2df-f278f20d157b_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;NL;electricity, high voltage
22c5d236-26b1-5fa4-b2df-f278f20d157b_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;NL;heat, district or industrial, other than natural gas
11e7a1c5-882e-5e29-b76f-02ac139567c5_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;PL;electricity, high voltage
11e7a1c5-882e-5e29-b76f-02ac139567c5_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;PL;heat, district or industrial, other than natural gas
490e590a-1b92-5f34-88fd-625df16ed163_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;RO;electricity, high voltage
490e590a-1b92-5f34-88fd-625df16ed163_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;RO;heat, district or industrial, other than natural gas
98897482-e86c-5b98-a81c-a21263eca30a_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;RS;electricity, high voltage
98897482-e86c-5b98-a81c-a21263eca30a_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;RS;heat, district or industrial, other than natural gas
f3383b26-6b1f-5a3c-8a56-7f396f17c952_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;RU;electricity, high voltage
f3383b26-6b1f-5a3c-8a56-7f396f17c952_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;RU;heat, district or industrial, other than natural gas
fee6b326-f025-5551-9c94-0dbbda6d0aa1_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;RoW;electricity, high voltage
fee6b326-f025-5551-9c94-0dbbda6d0aa1_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;RoW;heat, district or industrial, other than natural gas
72ea9d23-3514-5f79-8fdf-e8abd6624787_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;SE;electricity, high voltage
72ea9d23-3514-5f79-8fdf-e8abd6624787_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;SE;heat, district or industrial, other than natural gas
15d6eec6-eef2-56cf-89e8-5f03e65e5262_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;SK;electricity, high voltage
15d6eec6-eef2-56cf-89e8-5f03e65e5262_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;SK;heat, district or industrial, other than natural gas
d440fda4-d113-5906-b1b2-6c1b37b86ba1_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;TR;electricity, high voltage
d440fda4-d113-5906-b1b2-6c1b37b86ba1_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;TR;heat, district or industrial, other than natural gas
006f0f7b-4f21-55a1-9721-98c1e68f3d93_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;TW;electricity, high voltage
006f0f7b-4f21-55a1-9721-98c1e68f3d93_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;TW;heat, district or industrial, other than natural gas
f1769ca4-e57c-587b-80a3-d32c4515918d_66c93e71-f32b-4591-901c-55395db5c132;treatment of coal gas, in power plant;UA;electricity, high voltage
f1769ca4-e57c-587b-80a3-d32c4515918d_71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of coal gas, in power plant;UA;heat, district or industrial, other than natural gas
d110be74-b510-5fec-8791-8240847634b4_f5b7aa45-bb02-4a3a-8322-8a1085ac431c;treatment of coal slurry, impoundment;GLO;coal slurry
1f90e098-834f-509e-a543-f5d0e4101ef8_7221a468-009d-4b15-8fdc-9bfc4843ef21;treatment of coating from waste cathode ray tube display, municipal incineration;GLO;coating from waste cathode ray tube display
2fe3ce10-b117-58c7-92e0-505c77a16276_7221a468-009d-4b15-8fdc-9bfc4843ef21;treatment of coating from waste cathode ray tube display, municipal incineration FAE;CH;coating from waste cathode ray tube display
cb342170-1b12-5ccf-b854-cdb199242901_eedc0baf-8370-4ad6-91c8-9f22aeddb0e9;treatment of condensate from light oil boiler, wastewater treatment;CH;condensate from light oil boiler
283c28c4-34dd-5e74-b414-7e31ad97e063_eedc0baf-8370-4ad6-91c8-9f22aeddb0e9;treatment of condensate from light oil boiler, wastewater treatment;RoW;condensate from light oil boiler
83f4c674-a054-53fe-aeb5-e733aed3ac37_56a78fcb-117d-401a-a66a-849cea42d7e6;treatment of conditioned spent nuclear fuel, in interim storage;CH;conditioned spent nuclear fuel
582c51c4-67bc-5d20-b148-bea30a40cf88_56a78fcb-117d-401a-a66a-849cea42d7e6;treatment of conditioned spent nuclear fuel, in interim storage;Europe without Switzerland;conditioned spent nuclear fuel
5d495741-7d2c-58d5-bdc9-6ae5be9b1090_56a78fcb-117d-401a-a66a-849cea42d7e6;treatment of conditioned spent nuclear fuel, in interim storage;RoW;conditioned spent nuclear fuel
99f308a0-a455-5975-be9b-b65eb2b930b8_fbb039f7-f9cc-46d2-b631-313ddb125c1a;treatment of copper cake;GLO;copper, cathode
384d1ee4-2cda-5aa1-ac69-d7bff972b003_b9579255-4c6a-48a2-8907-bc43fb04b9c9;treatment of copper in car shredder residue, municipal incineration;GLO;copper in car shredder residue
ac158a91-072e-5038-b89d-79a936054e9e_b9579255-4c6a-48a2-8907-bc43fb04b9c9;treatment of copper in car shredder residue, municipal incineration FAE;CH;copper in car shredder residue
ffb80326-9b39-5383-a989-cc2fac84cc94_fbb039f7-f9cc-46d2-b631-313ddb125c1a;treatment of copper scrap by electrolytic refining;RoW;copper, cathode
723cb16d-4c15-52f5-a2d0-9c7d6524fee1_fbb039f7-f9cc-46d2-b631-313ddb125c1a;treatment of copper scrap by electrolytic refining;RER;copper, cathode
a6a6a597-50df-5d52-a025-e251e0d2632d_74e6ad5d-3831-4496-a046-abfa116962fb;treatment of copper slag, residual material landfill;GLO;copper slag
eb30fabf-cd7f-59a5-aba3-09c703f7f749_9a7e6cdc-79c0-4872-840d-a8a2fd723189;treatment of crust from Parkes process for lead production;GLO;silver
0affe83f-99b2-5977-a362-1778ae0bb5f2_1e16f9f6-0e0f-4cf0-ac68-a88372ee72de;treatment of damaged clay material, open dump;EC;damaged clay material
c04176b9-9218-5481-a610-1334d99a945e_09843005-5982-4018-b1e3-5dfb00b18c9a;treatment of damaged clay roof tile, glazed, open dump;EC;damaged clay roof tile, glazed
6875d8fa-5fdd-56c3-84a9-57d2da8e51fa_cddade55-1d1f-491c-b2e2-59f6bed28f56;treatment of decarbonising waste, residual material landfill;CH;decarbonising waste
c967070f-e27a-5423-8fb5-e4d4a6a69977_cddade55-1d1f-491c-b2e2-59f6bed28f56;treatment of decarbonising waste, residual material landfill;RoW;decarbonising waste
624ffcd5-a2d5-5369-b69d-ee05897ba517_3e813911-da91-4f05-bef5-a0d264a3c291;treatment of decommissioned airport infrastructure, contaminated gravel;RoW;decommissioned airport infrastructure, contaminated gravel
722d56f1-c0aa-5e09-b6c7-7095b18cbf54_3e813911-da91-4f05-bef5-a0d264a3c291;treatment of decommissioned airport infrastructure, contaminated gravel;RER;decommissioned airport infrastructure, contaminated gravel
9a5b49ab-67b7-5f8d-810e-6d9122b52f46_45d2cf8c-a6b7-4fb2-8024-9382c321b5e3;treatment of decommissioned chemical production facilities;RoW;decommissioned chemical production facilities
