clustered,ecoinvent_prod,manual_match_certainty,hard no
wholewheat bread,breadcrumbs,no,
wholewheat bread,wheat flour,no,
wholewheat bread,wheat bran,no,
wholewheat bread,rye grain,no,
wholewheat bread,"wheat grain, feed",no,
wicker basket,whey,no,
wicker basket,zucchini,no,
wide selection of wines,grape,no,
wild mushrooms,zucchini,no,
wild mushrooms,"potato, organic",no,
wild mushrooms,"rape seed, organic",no,
wild mushrooms,"fava bean, organic",no,
wild mushrooms,cashew,no,
wind turbine,"wind turbine, 2MW, onshore",medium,
wind turbine,"wind turbine, 4.5MW, onshore",medium,
wind turbine,"wind turbine, 2.3MW, onshore",medium,
wind turbine,"wind turbine, 750kW, onshore",medium,
wind turbine,"wind power plant, 2MW, offshore, fixed parts",no,
window,"used window frame, wood",medium,
window,"used window frame, plastic",medium,
window,"used window frame, wood-metal",medium,
window,"door, outer, wood-glass",no,
window,"window frame, wood, U=1.5 W/m2K",medium,
window frame,"used window frame, wood",medium,
window frame,"used window frame, plastic",medium,
window frame,"used window frame, wood-metal",medium,
window frame,"window frame, wood, U=1.5 W/m2K",medium,
window frame,"window frame, wood-metal, U=1.6 W/m2K",medium,
window grill,chimney,no,
window grill,cookstove,no,
window grill,charcoal,no,
window grill,propane,no,
window grill,"used window frame, wood",no,
window-washer fluid,washing machine,no,
window-washer fluid,"ozone, liquid",no,
window-washer fluid,dryer,no,
window-washer fluid,"window frame, poly vinyl chloride, U=1.6 W/m2K",no,
window-washer fluid,"chlorine, liquid",no,
windows for aircraft,"aircraft, passenger, long haul",no,
windows for aircraft,"aircraft, passenger, medium haul",no,
windows for aircraft,"used window frame, plastic",no,
windows for aircraft,"used window frame, wood",no,
windows for aircraft,"window frame, aluminium, U=1.6 W/m2K",medium,
windows for roofs,roof tile,no,
windows for roofs,"greenhouse, glass walls and roof",no,
windows for roofs,"greenhouse, plastic walls and roof",no,
windows for roofs,"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof",no,
windows for roofs,"photovoltaic slanted-roof installation, 3kWp, multi-Si, panel, mounted, on roof",no,
"windows, metal","used window frame, wood-metal",medium,
"windows, metal","window frame, wood-metal, U=1.6 W/m2K",medium,
"windows, metal","used window frame, plastic",no,
"windows, metal",metal working factory,no,
"windows, metal","silicon, metallurgical grade",no,
windsurfing boards,"wind turbine, 750kW, onshore",no,
windsurfing boards,"wind turbine, 2MW, onshore",no,
windsurfing boards,"wind turbine, 2.3MW, onshore",no,
windsurfing boards,"wind turbine, 4.5MW, onshore",no,
windsurfing boards,"wind power plant, 2MW, offshore, fixed parts",no,
windsurfing gear,"wind power plant, 2MW, offshore, moving parts",no,
windsurfing gear,"wind turbine, 750kW, onshore",no,
windsurfing gear,"wind power plant, 2MW, offshore, fixed parts",no,
windsurfing gear,"wind turbine, 2MW, onshore",no,
windsurfing gear,"wind turbine, 4.5MW, onshore",no,
windsurfing mats,glass wool mat,no,
windsurfing mats,woven bamboo mat,no,
windsurfing mats,"wind turbine, 750kW, onshore",no,
windsurfing mats,"wind turbine, 2MW, onshore",no,
windsurfing mats,"glass wool mat, uncoated, Saint-Gobain ISOVER SA",no,
wine,grape,no,
wine,fatty alcohol,no,
wine,benzyl alcohol,no,
wine,lime,no,
wine,pineapple,no,
wine additives,grape,no,
wine analyzer,grape,no,
wine case,grape,no,
wine case,foam glass,no,
wine cellar articles,ethanol fermentation plant,no,
wine cellar articles,grape,no,
wine cork,"cork, raw",medium,
wine cork,cork slab,medium,
wine cork,grape,no,
wine cork,fatty alcohol,no,
wine cork,pineapple,no,
wine crates,lime,no,
wine crates,"lime, packed",no,
wine crates,cobalt,no,
wine crates,"lime, hydrated, packed",no,
wine fermentation tanks,fermentation filtrate,no,
wine fermentation tanks,ethanol fermentation plant,no,
wine fermentation tanks,"liquid storage tank, chemicals, organics",no,
wine fermentation tanks,hot water tank factory,no,
wine fermentation tanks,"ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade",no,
wine for bottling plants,ethanol fermentation plant,no,
wine for bottling plants,grape,no,
wine for bottling plants,fish canning plant,no,
wine grapes,grape,high,
wine grapes,pear,no,
wine grapes,pineapple,no,
wine grapes,strawberry,no,
wine grapes,seed-cotton,no,
wine label,grape,no,
wine label,benzyl alcohol,no,
wine label,ethanol fermentation plant,no,
wine label,fatty alcohol,no,
wine on the tap,tap water,no,
wine on the tap,grape,no,
wine on the tap,"lime, hydraulic",no,
wine storage metal cage,floating hexagonal metal cage,no,
wine storage metal cage,"used window frame, wood-metal",no,
wine storage metal cage,floating collar cage,no,
wine storage metal cage,water storage,no,
wine storage metal cage,"nylon 6, glass-filled",no,
wine taps,tap water,no,
wine taps,grape,no,
wine taps,"lime, hydraulic",no,
wine vinegar,grape,no,
wine vinegar,benzyl alcohol,no,
wine vinegar,acrylic acid,no,
wine vinegar,lactic acid,no,
wine vinegar,piperidine,no,
"wine, greezed",grape,no,
"wine, greezed","lime, hydrated, packed",no,
"wine, greezed","water, decarbonised",no,
wine-making plants,ethanol fermentation plant,no,
wine-making plants,grape,no,
wine-making plants,planting,no,
wine-making plants,planting tree,no,
wine-making plants,"strawberry seedling, for planting",no,
wines - alsace,grape,no,
wines - alsace,benzaldehyde,no,
wines - alsace,benzyl alcohol,no,
wines - andalusia,grape,no,
wines - andalusia,olive,no,
wines - aragón,grape,no,
wines - aragón,olive,no,
wines - aragón,pineapple,no,
wines - aragón,vinyl carbonate,no,
wines - aragón,pear,no,
wines - austria,grape,no,
wines - austria,benzyl alcohol,no,
wines - austria,"cheese, from cow milk, fresh, unripened",no,
wines - basque country,grape,no,
wines - bordeaux,grape,no,
wines - bordeaux,benzyl alcohol,no,
wines - bordeaux,benzaldehyde,no,
wines - bordeaux,benzene,no,
wines - castilla la mancha,grape,no,
wines - castilla y león,grape,no,
wines - catalonia,grape,no,
wines - chile,grape,no,
wines - chile,soybean beverage,no,
wines - chile,palladium,no,
wines - chile,soybean,no,
wines - chile,mandarin,no,
wines - extremadura,grape,no,
wines - extremadura,fosetyl-Al,no,
wines - extremadura,prosulfocarb,no,
wines - extremadura,palladium,no,
wines - france,grape,no,
wines - france,benzyl alcohol,no,
wines - france,benzene,no,
wines - france,benzaldehyde,no,
wines - galicia,grape,no,
wines - galicia,"molasses, from sugar beet",no,
wines - galicia,ethanol fermentation plant,no,
wines - galicia,mango,no,
wines - germany,grape,no,
wines - germany,benzyl alcohol,no,
wines - germany,benzaldehyde,no,
wines - germany,"vinasse, from fermentation of sugar beet molasses",no,
wines - germany,fatty alcohol,no,
wines - italy,grape,no,
wines - italy,olive,no,
wines - italy,benzyl alcohol,no,
wines - languedoc roussillon,grape,no,
wines - languedoc roussillon,benzyl alcohol,no,
wines - loire valley,grape,no,
wines - marches,grape,no,
wines - murcia,grape,no,
wines - murcia,mulberry leaves,no,
wines - navarre,grape,no,
wines - navarre,benzyl alcohol,no,
wines - new zealand,grape,no,
wines - new zealand,"cheese, from cow milk, fresh, unripened",no,
wines - poland,grape,no,
wines - poland,benzyl alcohol,no,
wines - poland,benzaldehyde,no,
wines - rhône valley,grape,no,
wines - rhône valley,benzyl alcohol,no,
wines - rhône valley,benzaldehyde,no,
wines - rioja,grape,no,
wines - rioja,avocado,no,
wines - rioja,soybean beverage,no,
wines - rioja,apricot,no,
wines - rioja,pear,no,
wines - sherry - jerez - xérès,grape,no,
wines - sherry - jerez - xérès,"fibre, jute",no,
wines - south-west france,grape,no,
wines - spain,grape,no,
wines - spain,olive,no,
wines - spain,benzyl alcohol,no,
wines - valencia,grape,no,
wines - valencia,pear,no,
wines - valencia,pulp factory,no,
wines - weinviertel,grape,no,
wines - weinviertel,fosetyl-Al,no,
wines argentina,grape,no,
wines argentina,ethanol fermentation plant,no,
wines argentina,"molasses, from sugar beet",no,
wines by the litre,grape,no,
wines by the litre,"petrol, 5% ethanol by volume from biomass",no,
wines by the litre,"petrol, 85% ethanol by volume from biomass",no,
wines by the litre,"lime, hydrated, packed",no,
wines by the litre,lime,no,
wines sicily,grape,no,
wines with unique tastes,grape,no,
"wines, abruzzo",bauxite,no,
"wines, abruzzo",grape,no,
"wines, abruzzo",boric oxide,no,
"wines, abruzzo","boric acid, anhydrous, powder",no,
"wines, burgundy",grape,no,
"wines, burgundy",lime,no,
"wines, burgundy",mandarin,no,
"wines, burgundy",benzyl alcohol,no,
"wines, burgundy","lime, hydrated, packed",no,
"wines, champagne method",benzyl alcohol,no,
"wines, champagne method",grape,no,
"wines, jura",grape,no,
"wines, jura","jute plant, harvested",no,
"wines, jura","fibre, jute",no,
"wines, jura","textile, jute",no,
"wines, jura","yarn, jute",no,
"wines, lucania",grape,no,
"wines, lucania",piperidine,no,
"wines, lucania",benzyl alcohol,no,
"wines, molise",grape,no,
"wines, molise","molasses, from sugar beet",no,
"wines, molise",molybdenite,no,
"wines, molise","vinasse, from fermentation of sugar beet molasses",no,
"wines, molise",molybdenum,no,
"wines, portugal",grape,no,
"wines, portugal",benzyl alcohol,no,
"wines, provence",grape,no,
"wines, savoie",grape,no,
"wines, savoie","glass cullet, for Saint-Gobain ISOVER SA",no,
"wines, savoie",lime,no,
"wines, vienna",grape,no,
"wines, vienna",benzyl alcohol,no,
winter clothing,"fleece, polyethylene",no,
winter clothing,horticultural fleece,no,
winter clothing,wood wool,no,
winter clothing,"textile, knit cotton",no,
winter clothing,"textile, woven cotton",no,
wood charcoal,charcoal,high,
wood charcoal,hard coal ash,no,
wood charcoal,hard coal briquettes,no,
wood charcoal,coal tar,no,
wood sawmill,sawmill,high,
wood sawmill,structural timber,no,
wood sawmill,"sawnwood, hardwood, raw",no,
wood sawmill,"sawlog and veneer log, softwood, measured as solid wood under bark",no,
wood sawmill,forestry harvester,no,
wooden shed,shed,medium,
wooden shed,"shed, large, wood, non-insulated, fire-unprotected",high,
wooden shed,"furniture, wooden",no,
wooden shed,wood wool,no,
wooden shed,"used window frame, wood",no,
x-rings,xylene,no,
xanthan gum,xylene,no,
xanthan gum,mint,no,
xanthan gum,pineapple,no,
xanthan gum,methanol,no,
xanthan gum,carrot,no,
xmas figurines,cocoons,no,
yacht,barge tanker,no,
yacht,barge,no,
yacht,ferry,no,
yacht,marine engine,no,
yacht,"maintenance, barge",no,
yacon,zircon,no,
yarns,"yarn, silk",medium,
yarns,"yarn, cotton",medium,
yarns,"yarn, jute",medium,
yarns,"yarn, kenaf",medium,
yarns,"textile, knit cotton",no,
yarns for technical textiles,waste yarn and waste textile,medium,
yarns for technical textiles,"textile, knit cotton",no,
yarns for technical textiles,"yarn, silk",medium,
yarns for technical textiles,"yarn, cotton",medium,
yarns for technical textiles,"textile, woven cotton",no,
"yeasts, edible",fodder yeast,high,
"yeasts, edible","rape seed, organic, for sowing",no,
"yeasts, edible","rape seed, organic",no,
"yeasts, edible","molasses, from sugar beet",no,
"yeasts, edible","rye seed, organic, for sowing",no,
yellow corn,sweet corn,high,
yellow corn,maize grain,no,
yellow corn,maize flour,no,
yellow corn,"maize grain, organic",no,
yellow corn,maize starch,no,
yellow onion,onion,high,
yellow onion,"onion seedling, for planting",no,
yellow onion,cabbage white,no,
yellow onion,cabbage red,no,
yellow onion,mustard,no,
yellow pollen,hay,no,
yellow pollen,"hay, organic, intensive",no,
yellow pollen,tin dioxide,no,
yellow pollen,seed-cotton,no,
yoga bolster,mattress,no,
yoga cushion,mattress,no,
yoga cushion,woven bamboo mat,no,
yoga cushion,foaming agent,no,
yoga cushion,glass wool mat,no,
yoghurt,"yogurt, from cow milk",high,
yoghurt,dairy,no,
yoghurt,cow milk,no,
yoghurt,whey,no,
yoghurt,pineapple,no,
young bovine carcass,"cattle for slaughtering, live weight",high,
young bovine carcass,"manure, solid, cattle",no,
young bovine carcass,"mineral supplement, for beef cattle",no,
young bovine carcass,"swine for slaughtering, live weight",no,
young bovine carcass,"weaned heifers, live weight",no,
young wine,grape,no,
young wine,fatty alcohol,no,
young wine,benzyl alcohol,no,
young wine,"cheese, from cow milk, fresh, unripened",no,
zamak caps,zircon,no,
zamak caps,zineb,no,
zeolite,"zeolite, powder",high,
zeolite,waste zeolite,medium,
zeolite,"zeolite, slurry, without water, in 50% solution state",medium,
zeolite,cryolite,no,
zeolite,silica sand,no,
zero-point-clamping,"electric connector, wire clamp",no,
zf steel,scrap steel,no,
zf steel,"steel, low-alloyed",medium,
zf steel,"forging, steel",no,
zf steel,"steel, chromium steel 18/8",medium,
zf steel,zinc,no,
zinc,zinc,high,
zinc,zinc oxide,no,
zinc,zinc concentrate,medium,
zinc,zinc slag,no,
zinc,zinc sulfide,no,
zinc alloy,zinc,medium,
zinc alloy,zinc slag,no,
zinc alloy,zinc oxide,no,
zinc alloy,zinc concentrate,medium,
zinc alloy,"zinc coat, pieces",medium,
zinc dust,zinc,medium,
zinc dust,zinc slag,no,
zinc dust,zinc oxide,no,
zinc dust,zinc concentrate,medium,
zinc dust,zinc sulfide,no,
zinc-coated grilles,zinc,medium,
zinc-coated grilles,"zinc coat, pieces",medium,
zinc-coated grilles,"titanium zinc plate, without pre-weathering",no,
zinc-coated grilles,zinc slag,no,
zinc-coated grilles,"zinc coat, coils",no,
zirconium oxide,zirconium oxide,high,
zirconium oxide,zinc oxide,no,
zirconium oxide,zirconium tetrachloride,no,
zirconium oxide,zircon,no,
zirconium oxide,cobalt oxide,no,
zootechnical feed,"energy feed, gross",no,
zootechnical feed,"protein feed, 100% crude",medium,
zootechnical feed,"soybean, feed",medium,
zootechnical feed,"fertilising, by broadcaster",no,
zootechnical feed,"trout feed, 42% protein",no,
zootechnical foods,"peanut seed, at farm",no,
zootechnical foods,"protein feed, 100% crude",medium,
zootechnical foods,"soybean, feed",medium,
zootechnical foods,"yogurt, from cow milk",no,
zootechnical foods,"mineral supplement, for beef cattle",medium,
