Unnamed: 0,clustered,ecoinvent_prod,manual_match_certainty,manual_certainty,hard no
3295,wet vacuum cleaners,"wood preservation, spray tunnel/deluging, water-based, indoor use, occasionally wet",no,no,
3296,wetsuits,"fleece, polyethylene",no,no,
3297,wetsuits,dryer,no,no,
3298,wetsuits,"water, ultrapure",no,no,
3299,wheat,wheat grain,medium,yes,
3300,wheat,"wheat grain, feed",medium,yes,
3301,wheat,wheat bran,medium,yes,
3302,wheat,wheat flour,medium,yes,
3303,wheat,"wheat grain, organic",medium,yes,
3304,wheat bread,wheat grain,no,no,
3305,wheat bread,wheat flour,no,no,
3306,wheat bread,"wheat grain, feed",no,no,
3307,wheat bread,wheat bran,no,no,
3308,wheat bread,rye grain,no,no,
3309,wheat grains,wheat grain,high,yes,
3310,wheat grains,"wheat grain, feed",medium,yes,
3311,wheat grains,barley grain,no,no,
3312,wheat grains,"wheat grain, organic",high,yes,
3313,wheat grains,"wheat grain, feed, organic",medium,yes,
3314,wheat hay,hay,high,yes,
3315,wheat hay,wheat grain,no,no,
3316,wheat hay,wheat bran,no,no,
3317,wheat hay,"wheat grain, feed",no,no,
3318,wheat hay,"wheat grain, organic",no,no,
3319,wheat straw,straw,high,yes,
3320,wheat straw,"straw, organic",high,yes,
3321,wheat straw,wheat bran,no,no,
3322,wheat straw,wheat grain,no,no,
3323,wheat straw,wheat flour,no,no,
3324,wheel,bicycle,no,no,
3325,wheel,used bicycle,no,no,
3326,wheel,used tyre,no,no,
3327,wheel,"tractor, 4-wheel, agricultural",no,no,
3328,wheel,"maintenance, bicycle",no,no,
3329,wheelchair lifts,"skidding, skidder",no,no,
3330,wheelchair lifts,"transport, passenger, motor scooter",no,no,
3331,wheelchair restraint belts,conveyor belt,no,no,
3332,wheelchairs,"transport, passenger, motor scooter",no,no,
3333,wheelchairs,"transport, passenger, electric scooter",no,no,
3334,wheelchairs,"transport, passenger, bicycle",no,no,
3335,wheelchairs,"skidding, skidder",no,no,
3336,wheelchairs,"used glider, electric scooter",no,no,
3337,wheelchairs for the disabled,"transport, passenger, motor scooter",no,no,
3338,whipped cream,"cream, from cow milk",high,yes,
3339,whipped cream,"butter, from cow milk",no,no,
3340,whipped cream,vanilla,no,no,
3341,whipped cream,dairy,medium,yes,
3342,whipped cream,milking,no,no,
3343,whirlpool baths,washing machine,no,no,
3344,whiskey,coke,no,no,
3345,whiskey,bark,no,no,
3346,whiskey,green liquor dregs,no,no,
3347,whiskey,fatty alcohol,no,no,
3348,whiskey,piperidine,no,no,
3349,whisky,coke,no,no,
3350,whisky,bark,no,no,
3351,whisky,piperidine,no,no,
3352,whisky,green liquor dregs,no,no,
3353,whisky,charcoal,no,no,
3354,white basmati rice,"rice, basmati",high,yes,
3355,white basmati rice,"rice, non-basmati",no,no,
3356,white basmati rice,cabbage white,no,no,
3357,white basmati rice,wheat grain,no,no,
3358,white basmati rice,"rice seed, for sowing",no,no,
3359,white cement,"cement, unspecified",medium,yes,
3360,white cement,"cement, type S",medium,yes,
3361,white cement,"cement, type IS",medium,yes,
3362,white cement,"cement, CEM II/B-L",medium,yes,
3363,white cement,"cement, Portland Slag",medium,yes,
3364,white dessert grapes,grape,high,yes,
3365,white dessert grapes,strawberry,no,no,
3366,white dessert grapes,pear,no,no,
3367,white dessert grapes,"vinasse, from fermentation of sugar beet molasses",no,no,
3368,white dessert grapes,"molasses, from sugar beet",no,no,
3369,white garlic,cabbage white,no,no,
3370,white garlic,onion,no,no,
3371,white garlic,coriander,no,no,
3372,white garlic,olive,no,no,
3373,white garlic,metolachlor,no,no,
3374,white ice-cream machines,"metal working machine, unspecified",no,no,
3375,white ice-cream machines,"industrial machine, heavy, unspecified",no,no,
3376,white ice-cream machines,paper machine,no,no,
3377,white ice-cream machines,"cream, from cow milk",no,no,
3378,white ice-cream machines,dairy,no,no,
3379,white malleable cast iron,cast iron,no,no,
3380,white malleable cast iron,"cast iron removed by milling, dressing",no,no,
3381,white malleable cast iron,"cast iron removed by milling, large parts",no,no,
3382,white malleable cast iron,"cast iron removed by milling, small parts",no,no,
3383,white malleable cast iron,"cast iron removed by turning, primarily roughing, conventional",no,no,
3384,white sugar,"sugar, from sugarcane",high,yes,
3385,white sugar,"sugar, from sugar beet",high,yes,
3386,white sugar,glucose,no,no,
3387,white sugar,sugar beet,no,no,
3388,white sugar,"molasses, from sugar beet",no,no,
3389,white tea,"tea, dried",high,yes,
3390,white tea,cabbage white,no,no,
3391,white tea,whey,no,no,
3392,white tea,strawberry,no,no,
3393,white tea,"coffee, green bean",no,no,
3394,white truffles,cabbage white,no,no,
3395,white truffles,broccoli,no,no,
3396,white truffles,white asparagus,no,no,
3397,white truffles,"toner, black, powder",no,no,
3398,white truffles,kaolin,no,no,
3399,white wines,grape,no,no,
3400,white wines,white spirit,no,no,
3401,white wines,"packaging glass, white",no,no,
3402,white wines,green liquor dregs,no,no,
3403,white wines,benzyl alcohol,no,no,
3404,whole grain crackers,rye grain,no,no,
3405,whole grain crackers,wheat grain,no,no,
3406,whole grain crackers,oat grain,no,no,
3407,whole grain crackers,barley grain,no,no,
3408,whole grain crackers,"wheat grain, feed",no,no,
3409,whole powdered milk,milking,no,no,
3410,whole powdered milk,"skimmed milk, from cow milk",medium,yes,
3411,whole powdered milk,"cream, from cow milk",no,no,
3412,whole powdered milk,dairy,no,no,
3413,whole powdered milk,cow milk,medium,yes,
3414,whole roast pig,pig iron,no,no,
3415,whole roast pig,"housing system, pig, fully-slatted floor, per pig place",no,no,
3416,whole roast pig,"operation, housing system, pig, fully-slatted floor, per pig place",no,no,
3417,whole roast pig,stone meal,no,no,
3418,wholewheat bread,breadcrumbs,no,no,
3419,wholewheat bread,wheat flour,no,no,
3420,wholewheat bread,wheat bran,no,no,
3421,wholewheat bread,rye grain,no,no,
3422,wholewheat bread,"wheat grain, feed",no,no,
3423,wicker basket,whey,no,no,
3424,wicker basket,zucchini,no,no,
3425,wide selection of wines,grape,no,no,
3426,wild mushrooms,zucchini,no,no,
3427,wild mushrooms,"potato, organic",no,no,
3428,wild mushrooms,"rape seed, organic",no,no,
3429,wild mushrooms,"fava bean, organic",no,no,
3430,wild mushrooms,cashew,no,no,
3431,wind turbine,"wind turbine, 2MW, onshore",medium,yes,
3432,wind turbine,"wind turbine, 4.5MW, onshore",medium,yes,
3433,wind turbine,"wind turbine, 2.3MW, onshore",medium,yes,
3434,wind turbine,"wind turbine, 750kW, onshore",medium,yes,
3435,wind turbine,"wind power plant, 2MW, offshore, fixed parts",no,no,
3436,window,"used window frame, wood",medium,yes,
3437,window,"used window frame, plastic",medium,yes,
3438,window,"used window frame, wood-metal",medium,yes,
3439,window,"door, outer, wood-glass",no,no,
3440,window,"window frame, wood, U=1.5 W/m2K",medium,yes,
3441,window frame,"used window frame, wood",medium,yes,
3442,window frame,"used window frame, plastic",medium,yes,
3443,window frame,"used window frame, wood-metal",medium,yes,
3444,window frame,"window frame, wood, U=1.5 W/m2K",medium,yes,
3445,window frame,"window frame, wood-metal, U=1.6 W/m2K",medium,yes,
3446,window grill,chimney,no,no,
3447,window grill,cookstove,no,no,
3448,window grill,charcoal,no,no,
3449,window grill,propane,no,no,
3450,window grill,"used window frame, wood",no,no,
3451,window-washer fluid,washing machine,no,no,
3452,window-washer fluid,"ozone, liquid",no,no,
3453,window-washer fluid,dryer,no,no,
3454,window-washer fluid,"window frame, poly vinyl chloride, U=1.6 W/m2K",no,no,
3455,window-washer fluid,"chlorine, liquid",no,no,
3456,windows for aircraft,"aircraft, passenger, long haul",no,no,
3457,windows for aircraft,"aircraft, passenger, medium haul",no,no,
3458,windows for aircraft,"used window frame, plastic",no,no,
3459,windows for aircraft,"used window frame, wood",no,no,
3460,windows for aircraft,"window frame, aluminium, U=1.6 W/m2K",medium,yes,
3461,windows for roofs,roof tile,no,no,
3462,windows for roofs,"greenhouse, glass walls and roof",no,no,
3463,windows for roofs,"greenhouse, plastic walls and roof",no,no,
3464,windows for roofs,"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof",no,no,
3465,windows for roofs,"photovoltaic slanted-roof installation, 3kWp, multi-Si, panel, mounted, on roof",no,no,
3466,"windows, metal","used window frame, wood-metal",medium,yes,
3467,"windows, metal","window frame, wood-metal, U=1.6 W/m2K",medium,yes,
3468,"windows, metal","used window frame, plastic",no,no,
3469,"windows, metal",metal working factory,no,no,
3470,"windows, metal","silicon, metallurgical grade",no,no,
3471,windsurfing boards,"wind turbine, 750kW, onshore",no,no,
3472,windsurfing boards,"wind turbine, 2MW, onshore",no,no,
3473,windsurfing boards,"wind turbine, 2.3MW, onshore",no,no,
3474,windsurfing boards,"wind turbine, 4.5MW, onshore",no,no,
3475,windsurfing boards,"wind power plant, 2MW, offshore, fixed parts",no,no,
3476,windsurfing gear,"wind power plant, 2MW, offshore, moving parts",no,no,
3477,windsurfing gear,"wind turbine, 750kW, onshore",no,no,
3478,windsurfing gear,"wind power plant, 2MW, offshore, fixed parts",no,no,
3479,windsurfing gear,"wind turbine, 2MW, onshore",no,no,
3480,windsurfing gear,"wind turbine, 4.5MW, onshore",no,no,
3481,windsurfing mats,glass wool mat,no,no,
3482,windsurfing mats,woven bamboo mat,no,no,
3483,windsurfing mats,"wind turbine, 750kW, onshore",no,no,
3484,windsurfing mats,"wind turbine, 2MW, onshore",no,no,
3485,windsurfing mats,"glass wool mat, uncoated, Saint-Gobain ISOVER SA",no,no,
3486,wine,grape,no,no,
3487,wine,fatty alcohol,no,no,
3488,wine,benzyl alcohol,no,no,
3489,wine,lime,no,no,
3490,wine,pineapple,no,no,
3491,wine additives,grape,no,no,
3492,wine analyzer,grape,no,no,
3493,wine case,grape,no,no,
3494,wine case,foam glass,no,no,
3495,wine cellar articles,ethanol fermentation plant,no,no,
3496,wine cellar articles,grape,no,no,
3497,wine cork,"cork, raw",medium,yes,
3498,wine cork,cork slab,medium,yes,
3499,wine cork,grape,no,no,
3500,wine cork,fatty alcohol,no,no,
3501,wine cork,pineapple,no,no,
3502,wine crates,lime,no,no,
3503,wine crates,"lime, packed",no,no,
3504,wine crates,cobalt,no,no,
3505,wine crates,"lime, hydrated, packed",no,no,
3506,wine fermentation tanks,fermentation filtrate,no,no,
3507,wine fermentation tanks,ethanol fermentation plant,no,no,
3508,wine fermentation tanks,"liquid storage tank, chemicals, organics",no,no,
3509,wine fermentation tanks,hot water tank factory,no,no,
3510,wine fermentation tanks,"ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade",no,no,
3511,wine for bottling plants,ethanol fermentation plant,no,no,
3512,wine for bottling plants,grape,no,no,
3513,wine for bottling plants,fish canning plant,no,no,
3514,wine grapes,grape,high,yes,
3515,wine grapes,pear,no,no,
3516,wine grapes,pineapple,no,no,
3517,wine grapes,strawberry,no,no,
3518,wine grapes,seed-cotton,no,no,
3519,wine label,grape,no,no,
3520,wine label,benzyl alcohol,no,no,
3521,wine label,ethanol fermentation plant,no,no,
3522,wine label,fatty alcohol,no,no,
3523,wine on the tap,tap water,no,no,
3524,wine on the tap,grape,no,no,
3525,wine on the tap,"lime, hydraulic",no,no,
3526,wine storage metal cage,floating hexagonal metal cage,no,no,
3527,wine storage metal cage,"used window frame, wood-metal",no,no,
3528,wine storage metal cage,floating collar cage,no,no,
3529,wine storage metal cage,water storage,no,no,
3530,wine storage metal cage,"nylon 6, glass-filled",no,no,
3531,wine taps,tap water,no,no,
3532,wine taps,grape,no,no,
3533,wine taps,"lime, hydraulic",no,no,
3534,wine vinegar,grape,no,no,
3535,wine vinegar,benzyl alcohol,no,no,
3536,wine vinegar,acrylic acid,no,no,
3537,wine vinegar,lactic acid,no,no,
3538,wine vinegar,piperidine,no,no,
3539,"wine, greezed",grape,no,no,
3540,"wine, greezed","lime, hydrated, packed",no,no,
3541,"wine, greezed","water, decarbonised",no,no,
3542,wine-making plants,ethanol fermentation plant,no,no,
3543,wine-making plants,grape,no,no,
3544,wine-making plants,planting,no,no,
3545,wine-making plants,planting tree,no,no,
3546,wine-making plants,"strawberry seedling, for planting",no,no,
3547,wines - alsace,grape,no,no,
3548,wines - alsace,benzaldehyde,no,no,
3549,wines - alsace,benzyl alcohol,no,no,
3550,wines - andalusia,grape,no,no,
3551,wines - andalusia,olive,no,no,
3552,wines - aragón,grape,no,no,
3553,wines - aragón,olive,no,no,
3554,wines - aragón,pineapple,no,no,
3555,wines - aragón,vinyl carbonate,no,no,
3556,wines - aragón,pear,no,no,
3557,wines - austria,grape,no,no,
3558,wines - austria,benzyl alcohol,no,no,
3559,wines - austria,"cheese, from cow milk, fresh, unripened",no,no,
3560,wines - basque country,grape,no,no,
3561,wines - bordeaux,grape,no,no,
3562,wines - bordeaux,benzyl alcohol,no,no,
3563,wines - bordeaux,benzaldehyde,no,no,
3564,wines - bordeaux,benzene,no,no,
3565,wines - castilla la mancha,grape,no,no,
3566,wines - castilla y león,grape,no,no,
3567,wines - catalonia,grape,no,no,
3568,wines - chile,grape,no,no,
3569,wines - chile,soybean beverage,no,no,
3570,wines - chile,palladium,no,no,
3571,wines - chile,soybean,no,no,
3572,wines - chile,mandarin,no,no,
3573,wines - extremadura,grape,no,no,
3574,wines - extremadura,fosetyl-Al,no,no,
3575,wines - extremadura,prosulfocarb,no,no,
3576,wines - extremadura,palladium,no,no,
3577,wines - france,grape,no,no,
3578,wines - france,benzyl alcohol,no,no,
3579,wines - france,benzene,no,no,
3580,wines - france,benzaldehyde,no,no,
3581,wines - galicia,grape,no,no,
3582,wines - galicia,"molasses, from sugar beet",no,no,
3583,wines - galicia,ethanol fermentation plant,no,no,
3584,wines - galicia,mango,no,no,
3585,wines - germany,grape,no,no,
3586,wines - germany,benzyl alcohol,no,no,
3587,wines - germany,benzaldehyde,no,no,
3588,wines - germany,"vinasse, from fermentation of sugar beet molasses",no,no,
3589,wines - germany,fatty alcohol,no,no,
3590,wines - italy,grape,no,no,
3591,wines - italy,olive,no,no,
3592,wines - italy,benzyl alcohol,no,no,
3593,wines - languedoc roussillon,grape,no,no,
3594,wines - languedoc roussillon,benzyl alcohol,no,no,
3595,wines - loire valley,grape,no,no,
3596,wines - marches,grape,no,no,
3597,wines - murcia,grape,no,no,
3598,wines - murcia,mulberry leaves,no,no,
3599,wines - navarre,grape,no,no,
3600,wines - navarre,benzyl alcohol,no,no,
3601,wines - new zealand,grape,no,no,
3602,wines - new zealand,"cheese, from cow milk, fresh, unripened",no,no,
3603,wines - poland,grape,no,no,
3604,wines - poland,benzyl alcohol,no,no,
3605,wines - poland,benzaldehyde,no,no,
3606,wines - rhône valley,grape,no,no,
3607,wines - rhône valley,benzyl alcohol,no,no,
3608,wines - rhône valley,benzaldehyde,no,no,
3609,wines - rioja,grape,no,no,
3610,wines - rioja,avocado,no,no,
3611,wines - rioja,soybean beverage,no,no,
3612,wines - rioja,apricot,no,no,
3613,wines - rioja,pear,no,no,
3614,wines - sherry - jerez - xérès,grape,no,no,
3615,wines - sherry - jerez - xérès,"fibre, jute",no,no,
3616,wines - south-west france,grape,no,no,
3617,wines - spain,grape,no,no,
3618,wines - spain,olive,no,no,
3619,wines - spain,benzyl alcohol,no,no,
3620,wines - valencia,grape,no,no,
3621,wines - valencia,pear,no,no,
3622,wines - valencia,pulp factory,no,no,
3623,wines - weinviertel,grape,no,no,
3624,wines - weinviertel,fosetyl-Al,no,no,
3625,wines argentina,grape,no,no,
3626,wines argentina,ethanol fermentation plant,no,no,
3627,wines argentina,"molasses, from sugar beet",no,no,
3628,wines by the litre,grape,no,no,
3629,wines by the litre,"petrol, 5% ethanol by volume from biomass",no,no,
3630,wines by the litre,"petrol, 85% ethanol by volume from biomass",no,no,
3631,wines by the litre,"lime, hydrated, packed",no,no,
3632,wines by the litre,lime,no,no,
3633,wines sicily,grape,no,no,
